HS,IRF1,TLR3,3,0
HS,IRF2,TLR3,3,0
HS,HNF1A,TMEM27,2,0
HS,RELA,TNFAIP3,3,0
HS,FOS,TNFAIP6,3,0
HS,CEBPB,TNFRSF1A,1,0
HS,FOXO3,TNFSF10,2,0
HS,E2F1,TNFSF11,3,0
HS,SP1,TNFSF9,3,0
HS,SP1,TOMM34,3,0
HS,SP1,TOP2B,3,0
HS,YY1,TOP3A,3,0
HS,STAT3,TP63,3,0
HS,TP53,TP63,3,0
HS,IRF1,TRAF3IP2,3,0
HS,NR3C1,TRHR,2,0
HS,HNF4A,TTR,5,0
HS,SFN,TTR,2,0
HS,CREB1,TXN,3,0
HS,RARA,TXN,3,0
HS,SP1,TYMP,3,0
HS,STAT1,TYMP,3,0
HS,CTNNB1,UBE2B,3,0
HS,SP1,UCN,2,0
HS,SP1,UGT8,3,0
HS,SP1,VHL,2,0
HS,TFAP2A,VHL,2,0
HS,STAT1,WARS,3,0
HS,STAT5A,WARS,3,0
HS,STAT5A,WARS2,3,0
HS,STAT5B,WARS2,3,0
HS,GATA2,WT1,3,0
HS,SMAD3,ZFP36,2,0
HS,SMAD4,ZFP36,2,0
HS,EGR1,ABCA2,3,0
HS,SP1,ABCA2,3,0
HS,SP1,ABCC10,3,0
HS,RBPJ,ABCG2,2,0
HS,HNF4A,ABCG5,3,0
HS,HNF4A,ABCG8,3,0
HS,NR3C1,ACAT1,3,0
HS,SP1,ACAT1,3,0
HS,STAT1,ACAT1,3,0
HS,CEBPB,ADH1A,1,0
HS,SP1,ADH5,2,0
HS,EGR1,AHSP,5,0
HS,HNF1A,AKR1C4,3,0
HS,HNF4A,AKR1C4,3,0
HS,HNF1A,ALB,1,0
HS,CEBPB,ALDH1A1,3,0
HS,RXRA,ALDH2,2,0
HS,RXRG,ALDH2,2,0
HS,SP1,ALMS1,3,0
HS,SP1,ALOX12,3,0
HS,RELA,ALOX5AP,3,0
HS,HES1,ASCL1,2,0
HS,ID2,ASCL1,2,0
HS,PPARG,ASS1,5,0
HS,SP1,ASS1,1,0
HS,ATF2,ATF2,2,0
HS,BLVRA,ATF2,2,0
HS,SP1,ATF2,2,0
HS,CREB1,BAK1,5,0
HS,FOS,BAK1,5,0
HS,E2F1,BIK,2,0
HS,TFAP2A,BRS3,3,0
HS,FOSL1,CASP14,3,0
HS,JUNB,CASP14,3,0
HS,JUND,CASP14,3,0
HS,EGR1,CAT,4,0
HS,PPARG,CAT,3,0
HS,SP1,CAT,3,0
HS,SP1,CCNA1,3,0
HS,EGR1,CD44,3,0
HS,SP1,CD44,4,0
HS,TP53,CD44,2,0
HS,YY1,CDC6,2,0
HS,JUND,CDK4,3,0
HS,MYC,CDK4,2,0
HS,SP1,CDK4,3,0
HS,SP1,CDKN2C,2,0
HS,TFDP1,CDKN2C,3,0
HS,SP1,CES2,3,0
HS,FOS,CHIT1,5,0
HS,STAT3,CISH,5,0
HS,STAT5A,CISH,2,0
HS,STAT5B,CISH,2,0
HS,HNF1A,CLDN2,2,0
HS,LEF1,CLDN2,1,0
HS,RELA,COL4A3BP,3,0
HS,SP1,COL4A3BP,3,0
HS,SMAD3,COL7A1,2,0
HS,SMAD4,COL7A1,2,0
HS,SP1,COL7A1,2,0
HS,SP1,CPS1,3,0
HS,CREB1,CRH,3,0
HS,NR3C1,CRH,2,0
HS,SP1,CRMP1,3,0
HS,ETS1,CRYAB,3,0
HS,STAT3,CTGF,5,0
HS,NF1,CTLA4,5,0
HS,NFATC1,CTLA4,3,0
HS,NFATC2,CTLA4,3,0
HS,MITF,CTSK,3,0
HS,NFATC1,CTSK,2,0
HS,IRF1,CTSS,3,0
HS,IRF2,CTSS,3,0
HS,NF1,CYB5A,3,0
HS,HNF4A,CYP27A1,1,0
HS,SP1,CYP27A1,3,0
HS,EGR1,CYP2B6,3,0
HS,HNF4A,CYP2B6,3,0
HS,SP1,CYP46A1,2,0
HS,HNF1A,CYP7A1,1,0
HS,NR2F2,CYP7A1,3,0
HS,SP1,DRD1,3,0
HS,TFAP2A,DRD1,2,0
HS,E2F1,E2F6,1,0
HS,SP1,EDF1,5,0
HS,FOS,EDN1,3,0
HS,GATA2,EDN1,1,0
HS,PARP1,EEF1A1,4,0
HS,SP1,EEF1A1,3,0
HS,EGR1,ELK1,2,0
HS,ELK1,ELK1,2,0
HS,SRF,ELK1,2,0
HS,FOS,ELN,4,0
HS,SMAD3,ELN,3,0
HS,SMAD4,ELN,3,0
HS,CREB1,EXO1,3,0
HS,SP1,EXO1,3,0
HS,SP1,F10,2,0
HS,HNF1A,F2,3,0
HS,CEBPB,F8,3,0
HS,HNF1A,F8,2,0
HS,GATA2,FCGR2A,3,0
HS,GATA3,FCGR2A,3,0
HS,SP1,FES,3,0
HS,EGR1,FGF2,2,0
HS,SP1,FGF2,3,0
HS,HES1,GAA,3,0
HS,YY1,GAA,3,0
HS,ATF2,GAPDH,3,0
HS,KLF5,GAST,2,0
HS,SP1,GAST,2,0
HS,FOS,GBA,5,0
HS,IRF1,GBP1,2,0
HS,IRF2,GBP1,2,0
HS,IRF4,GBP1,2,0
HS,CTF1,GFAP,5,0
HS,FOS,GFAP,5,0
HS,SP1,GFAP,5,0
HS,ETS1,GHR,5,0
HS,HES1,GHR,1,0
HS,HNF4A,GHR,1,0
HS,ATF1,GIF,3,0
HS,CREB1,GIF,3,0
HS,SP1,GIF,3,0
HS,RARA,GNRH2,3,0
HS,RELA,GNRH2,3,0
HS,RXRA,GNRH2,3,0
HS,GATA3,GYPB,1,0
HS,SP1,GYPB,4,0
HS,SP1,HAND1,3,0
HS,NOTCH1,HES1,3,0
HS,SP1,HFE,5,0
HS,IRF1,HLAG,3,0
HS,FOS,HMGA1,3,0
HS,SP1,HMGA1,3,0
HS,CEBPB,HPX,2,0
HS,CEBPD,HPX,1,0
HS,CEBPB,HSD11B1,3,0
HS,NR3C1,HSD11B1,3,0
HS,EGR1,HSD11B2,3,0
HS,SP1,HSD11B2,3,0
HS,GATA3,HSD17B1,3,0
HS,SP1,HSD17B1,3,0
HS,EGR1,ID2,3,0
HS,SP1,ID4,4,0
HS,IRF3,IFNA14,3,0
HS,IRF5,IFNA14,1,0
HS,IRF7,IFNA14,3,0
HS,STAT5A,IGF1,1,0
