Species	geneA	geneB	confidence	geneRegType
HS	VTN	ITGB6	1	4
HS	VTN	ITGB7	1	4
HS	VTN	ITGB8	1	4
HS	VTN	ITGA11	1	4
HS	VTN	ITGA6	1	4
HS	VTN	ITGA1	1	4
HS	VTN	ITGA2	1	4
HS	VTN	ITGA2B	1	4
HS	VTN	ITGA3	1	4
HS	VTN	ITGA4	1	4
HS	VTN	ITGA5	1	4
HS	VTN	ITGA7	1	4
HS	VTN	ITGA9	1	4
HS	VTN	ITGAV	1	4
HS	VTN	ITGA10	1	4
HS	VTN	ITGA8	1	4
HS	VWF	ITGB1	1	4
HS	VWF	ITGB3	1	4
HS	VWF	ITGB4	1	4
HS	VWF	ITGB5	1	4
HS	VWF	ITGB6	1	4
HS	VWF	ITGB7	1	4
HS	VWF	ITGB8	1	4
HS	VWF	ITGA11	1	4
HS	VWF	ITGA6	1	4
HS	VWF	ITGA1	1	4
HS	VWF	ITGA2	1	4
HS	VWF	ITGA2B	1	4
HS	VWF	ITGA3	1	4
HS	VWF	ITGA4	1	4
HS	VWF	ITGA5	1	4
HS	VWF	ITGA7	1	4
HS	VWF	ITGA9	1	4
HS	VWF	ITGAV	1	4
HS	VWF	ITGA10	1	4
HS	VWF	ITGA8	1	4
HS	COL27A1	ITGB1	1	4
HS	COL27A1	ITGB3	1	4
HS	COL27A1	ITGB4	1	4
HS	COL27A1	ITGB5	1	4
HS	COL27A1	ITGB6	1	4
HS	COL27A1	ITGB7	1	4
HS	COL27A1	ITGB8	1	4
HS	COL27A1	ITGA11	1	4
HS	COL27A1	ITGA6	1	4
HS	COL27A1	ITGA1	1	4
HS	COL27A1	ITGA2	1	4
HS	COL27A1	ITGA2B	1	4
HS	COL27A1	ITGA3	1	4
HS	COL27A1	ITGA4	1	4
HS	COL27A1	ITGA5	1	4
HS	COL27A1	ITGA7	1	4
HS	COL27A1	ITGA9	1	4
HS	COL27A1	ITGAV	1	4
HS	COL27A1	ITGA10	1	4
HS	COL27A1	ITGA8	1	4
HS	CAV1	FYN	1	4
HS	CAV2	FYN	1	4
HS	CAV3	FYN	1	4
HS	ELK1	CCND1	1	8
HS	ELK1	CCND2	1	8
HS	ELK1	CCND3	1	8
HS	ELK1	BIRC2	1	8
HS	ELK1	BIRC3	1	8
HS	ELK1	XIAP	1	8
HS	MAPK1	ELK1	1	9
HS	MAPK1	BCL2	1	9
HS	MAPK3	ELK1	1	9
HS	MAPK3	BCL2	1	9
HS	MAP2K1	BAD	1	7
HS	MAP2K1	BAD	1	9
HS	BRAF	MAP2K1	1	9
HS	RAF1	BAD	1	7
HS	RAF1	BAD	1	9
HS	EGFR	PTK2	1	4
HS	EGFR	PIK3R5	1	4
HS	EGFR	PIK3CA	1	4
HS	EGFR	PIK3CB	1	4
HS	EGFR	PIK3CD	1	4
HS	EGFR	PIK3CG	1	4
HS	EGFR	PIK3R1	1	4
HS	EGFR	PIK3R2	1	4
HS	EGFR	PIK3R3	1	4
HS	ERBB2	PTK2	1	4
HS	ERBB2	PIK3R5	1	4
HS	ERBB2	PIK3CA	1	4
HS	ERBB2	PIK3CB	1	4
HS	ERBB2	PIK3CD	1	4
HS	ERBB2	PIK3CG	1	4
HS	ERBB2	PIK3R1	1	4
HS	ERBB2	PIK3R2	1	4
HS	ERBB2	PIK3R3	1	4
HS	ERBB2	SHC2	1	4
HS	ERBB2	SHC4	1	4
HS	ERBB2	SHC3	1	4
HS	ERBB2	SHC1	1	4
HS	FLT1	PTK2	1	4
HS	FLT1	PIK3R5	1	4
HS	FLT1	PIK3CA	1	4
HS	FLT1	PIK3CB	1	4
HS	FLT1	PIK3CD	1	4
HS	FLT1	PIK3CG	1	4
HS	FLT1	PIK3R1	1	4
HS	FLT1	PIK3R2	1	4
HS	FLT1	PIK3R3	1	4
HS	FLT4	PTK2	1	4
HS	FLT4	PIK3R5	1	4
HS	FLT4	PIK3CA	1	4
HS	FLT4	PIK3CB	1	4
HS	FLT4	PIK3CD	1	4
HS	FLT4	PIK3CG	1	4
HS	FLT4	PIK3R1	1	4
HS	FLT4	PIK3R2	1	4
HS	FLT4	PIK3R3	1	4
HS	IGF1R	PTK2	1	4
HS	IGF1R	PIK3R5	1	4
HS	IGF1R	PIK3CA	1	4
HS	IGF1R	PIK3CB	1	4
HS	IGF1R	PIK3CD	1	4
HS	IGF1R	PIK3CG	1	4
HS	IGF1R	PIK3R1	1	4
HS	IGF1R	PIK3R2	1	4
HS	IGF1R	PIK3R3	1	4
HS	KDR	PTK2	1	4
HS	KDR	PIK3R5	1	4
HS	KDR	PIK3CA	1	4
HS	KDR	PIK3CB	1	4
HS	KDR	PIK3CD	1	4
HS	KDR	PIK3CG	1	4
HS	KDR	PIK3R1	1	4
HS	KDR	PIK3R2	1	4
HS	KDR	PIK3R3	1	4
HS	MET	PTK2	1	4
HS	MET	PIK3R5	1	4
HS	MET	PIK3CA	1	4
HS	MET	PIK3CB	1	4
HS	MET	PIK3CD	1	4
HS	MET	PIK3CG	1	4
HS	MET	PIK3R1	1	4
HS	MET	PIK3R2	1	4
HS	MET	PIK3R3	1	4
HS	PDGFRA	PTK2	1	4
HS	PDGFRA	PIK3R5	1	4
HS	PDGFRA	PIK3CA	1	4
HS	PDGFRA	PIK3CB	1	4
HS	PDGFRA	PIK3CD	1	4
HS	PDGFRA	PIK3CG	1	4
HS	PDGFRA	PIK3R1	1	4
HS	PDGFRA	PIK3R2	1	4
HS	PDGFRA	PIK3R3	1	4
HS	PDGFRB	PTK2	1	4
HS	PDGFRB	PIK3R5	1	4
HS	PDGFRB	PIK3CA	1	4
HS	PDGFRB	PIK3CB	1	4
HS	PDGFRB	PIK3CD	1	4
HS	PDGFRB	PIK3CG	1	4
HS	PDGFRB	PIK3R1	1	4
HS	PDGFRB	PIK3R2	1	4
HS	PDGFRB	PIK3R3	1	4
HS	EGF	ERBB2	1	4
HS	FIGF	ERBB2	1	4
HS	HGF	ERBB2	1	4
HS	IGF1	ERBB2	1	4
HS	PDGFA	ERBB2	1	4
HS	PDGFB	ERBB2	1	4
HS	PGF	ERBB2	1	4
HS	PDGFC	ERBB2	1	4
HS	VEGFA	ERBB2	1	4
HS	VEGFB	ERBB2	1	4
HS	VEGFC	ERBB2	1	4
HS	PDGFD	ERBB2	1	4
HS	SHC2	GRB2	1	4
HS	SHC4	GRB2	1	4
HS	SHC3	GRB2	1	4
HS	SHC1	GRB2	1	4
HS	BCAR1	CRK	1	4
HS	BCAR1	CRKL	1	4
HS	CRK	DOCK1	1	4
HS	CRK	RAPGEF1	1	4
HS	CRK	PXN	1	4
HS	CRKL	DOCK1	1	4
HS	CRKL	RAPGEF1	1	4
HS	CRKL	PXN	1	4
HS	RAPGEF1	RAP1A	1	4
HS	RAPGEF1	RAP1B	1	4
HS	RAP1A	MAPK8	1	4
HS	RAP1A	MAPK9	1	4
HS	RAP1A	MAPK10	1	4
HS	RAP1A	BRAF	1	4
HS	RAP1B	MAPK8	1	4
HS	RAP1B	MAPK9	1	4
HS	RAP1B	MAPK10	1	4
HS	RAP1B	BRAF	1	4
HS	DOCK1	RAC1	1	4
HS	DOCK1	RAC2	1	4
HS	DOCK1	RAC3	1	4
HS	MAPK8	JUN	1	9
HS	MAPK9	JUN	1	9
HS	MAPK10	JUN	1	9
HS	JUN	CCND1	1	8
HS	JUN	CCND2	1	8
HS	JUN	CCND3	1	8
HS	PAK4	RAF1	1	9
HS	PAK4	MAP2K1	1	9
HS	PAK4	MYLK4	1	7
HS	PAK4	MYLK4	1	9
HS	PAK4	MYLK	1	7
HS	PAK4	MYLK	1	9
HS	PAK4	MYLK2	1	7
HS	PAK4	MYLK2	1	9
HS	PAK4	MYLK3	1	7
HS	PAK4	MYLK3	1	9
HS	PAK1	RAF1	1	9
HS	PAK1	MAP2K1	1	9
HS	PAK1	MYLK4	1	7
HS	PAK1	MYLK4	1	9
HS	PAK1	MYLK	1	7
HS	PAK1	MYLK	1	9
HS	PAK1	MYLK2	1	7
HS	PAK1	MYLK2	1	9
HS	PAK1	MYLK3	1	7
HS	PAK1	MYLK3	1	9
HS	PAK2	RAF1	1	9
HS	PAK2	MAP2K1	1	9
HS	PAK2	MYLK4	1	7
HS	PAK2	MYLK4	1	9
HS	PAK2	MYLK	1	7
HS	PAK2	MYLK	1	9
HS	PAK2	MYLK2	1	7
HS	PAK2	MYLK2	1	9
HS	PAK2	MYLK3	1	7
HS	PAK2	MYLK3	1	9
HS	PAK3	RAF1	1	9
HS	PAK3	MAP2K1	1	9
HS	PAK3	MYLK4	1	7
HS	PAK3	MYLK4	1	9
HS	PAK3	MYLK	1	7
HS	PAK3	MYLK	1	9
HS	PAK3	MYLK2	1	7
HS	PAK3	MYLK2	1	9
HS	PAK3	MYLK3	1	7
HS	PAK3	MYLK3	1	9
HS	PAK6	RAF1	1	9
HS	PAK6	MAP2K1	1	9
HS	PAK6	MYLK4	1	7
HS	PAK6	MYLK4	1	9
HS	PAK6	MYLK	1	7
HS	PAK6	MYLK	1	9
HS	PAK6	MYLK2	1	7
HS	PAK6	MYLK2	1	9
HS	PAK6	MYLK3	1	7
HS	PAK6	MYLK3	1	9
HS	PAK7	RAF1	1	9
HS	PAK7	MAP2K1	1	9
HS	PAK7	MYLK4	1	7
HS	PAK7	MYLK4	1	9
HS	PAK7	MYLK	1	7
HS	PAK7	MYLK	1	9
HS	PAK7	MYLK2	1	7
HS	PAK7	MYLK2	1	9
HS	PAK7	MYLK3	1	7
HS	PAK7	MYLK3	1	9
HS	RAC1	MAPK8	1	9
HS	RAC1	MAPK8	1	3
HS	RAC1	MAPK9	1	9
HS	RAC1	MAPK9	1	3
HS	RAC1	MAPK10	1	9
HS	RAC1	MAPK10	1	3
HS	RAC1	ACTB	1	4
HS	RAC1	ACTB	1	3
HS	RAC1	ACTG1	1	4
HS	RAC1	ACTG1	1	3
HS	RAC2	MAPK8	1	9
HS	RAC2	MAPK8	1	3
HS	RAC2	MAPK9	1	9
HS	RAC2	MAPK9	1	3
HS	RAC2	MAPK10	1	9
HS	RAC2	MAPK10	1	3
HS	RAC2	ACTB	1	4
HS	RAC2	ACTB	1	3
HS	RAC2	ACTG1	1	4
HS	RAC2	ACTG1	1	3
HS	RAC3	MAPK8	1	9
HS	RAC3	MAPK8	1	3
HS	RAC3	MAPK9	1	9
HS	RAC3	MAPK9	1	3
HS	RAC3	MAPK10	1	9
HS	RAC3	MAPK10	1	3
HS	RAC3	ACTB	1	4
HS	RAC3	ACTB	1	3
HS	RAC3	ACTG1	1	4
HS	RAC3	ACTG1	1	3
HS	VAV3	RAC1	1	4
HS	VAV3	RAC2	1	4
HS	VAV3	RAC3	1	4
HS	VAV1	RAC1	1	4
HS	VAV1	RAC2	1	4
HS	VAV1	RAC3	1	4
HS	VAV2	RAC1	1	4
HS	VAV2	RAC2	1	4
HS	VAV2	RAC3	1	4
HS	CTNNB1	CCND1	1	8
HS	CTNNB1	CCND2	1	8
HS	CTNNB1	CCND3	1	8
HS	ALCAM	CD6	1	6
HS	LOC101929889	SIGLEC1	1	6
HS	SPN	SIGLEC1	1	6
HS	PTPRC	CD22	1	6
HS	ITGB1	VCAM1	1	4
HS	ITGB2	CD226	1	4
HS	ITGB2	ICAM1	1	4
HS	ITGB2	ICAM2	1	4
HS	ITGB2	ICAM3	1	4
HS	ITGAL	CD226	1	4
HS	ITGAL	ICAM1	1	4
HS	ITGAL	ICAM2	1	4
HS	ITGAL	ICAM3	1	4
HS	CD40	CD40LG	1	6
HS	CDH15	CDH15	1	6
HS	CDH4	CDH4	1	4
HS	CDH3	CDH3	1	6
HS	PVRL2	CD226	1	4
HS	PVRL2	PVRL3	1	6
HS	PVRL2	TIGIT	1	4
HS	CDH1	CDH1	1	4
HS	CLDN11	CLDN24	1	6
HS	CLDN11	CLDN16	1	6
HS	CLDN11	CLDN4	1	6
HS	CLDN11	CLDN3	1	6
HS	CLDN11	CLDN7	1	6
HS	CLDN11	CLDN23	1	6
HS	CLDN11	CLDN19	1	6
HS	CLDN11	CLDN14	1	6
HS	CLDN11	CLDN15	1	6
HS	CLDN11	CLDN17	1	6
HS	CLDN11	CLDN20	1	6
HS	CLDN11	CLDN11	1	6
HS	CLDN11	CLDN18	1	6
HS	CLDN11	CLDN22	1	6
HS	CLDN11	CLDN25	1	6
HS	CLDN11	CLDN5	1	6
HS	CLDN11	CLDN10	1	6
HS	CLDN11	CLDN8	1	6
HS	CLDN11	CLDN6	1	6
HS	CLDN11	CLDN2	1	6
HS	CLDN11	CLDN1	1	6
HS	CLDN11	CLDN9	1	6
HS	MAG	MAG	1	6
HS	MPZ	MPZ	1	6
HS	MPZ	MPZL1	1	6
HS	MPZL1	MPZ	1	6
HS	MPZL1	MPZL1	1	6
HS	PVRL3	PVRL1	1	6
HS	PVRL3	TIGIT	1	4
HS	NFASC	CNTNAP1	1	6
HS	NFASC	CNTN1	1	6
HS	PTPRM	PTPRM	1	6
HS	CNTN2	CNTN2	1	6
HS	CNTN2	L1CAM	1	6
HS	CNTN2	CNTNAP2	1	6
HS	CNTN1	NRCAM	1	4
HS	NRXN3	NLGN1	1	4
HS	NRXN3	NLGN3	1	4
HS	NRXN3	NLGN4X	1	4
HS	NRXN3	NLGN2	1	4
HS	NRXN1	NLGN1	1	4
HS	NRXN1	NLGN3	1	4
HS	NRXN1	NLGN4X	1	4
HS	NRXN1	NLGN2	1	4
HS	NRXN2	NLGN1	1	4
HS	NRXN2	NLGN3	1	4
HS	NRXN2	NLGN4X	1	4
HS	NRXN2	NLGN2	1	4
HS	NEGR1	NEGR1	1	6
HS	CADM3	CADM3	1	6
HS	CADM1	CADM1	1	6
HS	CDH2	CDH2	1	4
HS	NCAM1	NCAM1	1	4
HS	NCAM1	NCAM2	1	4
HS	NCAM2	NCAM1	1	4
HS	NCAM2	NCAM2	1	4
HS	L1CAM	L1CAM	1	4
HS	L1CAM	NCAM1	1	6
HS	L1CAM	NCAM2	1	6
HS	PVRL1	PVRL1	1	4
HS	PVR	CD226	1	4
HS	PVR	TIGIT	1	4
HS	SELE	GLG1	1	6
HS	SELP	SELPLG	1	6
HS	SELPLG	SELP	1	4
HS	SELPLG	SELE	1	4
HS	CD34	SELL	1	6
HS	SELL	MADCAM1	1	6
HS	MADCAM1	ITGB7	1	6
HS	MADCAM1	ITGA4	1	6
HS	VCAM1	ITGB7	1	6
HS	VCAM1	ITGA4	1	6
HS	ITGA9	VCAM1	1	4
HS	ITGA4	VCAM1	1	4
HS	CD99	CD99	1	6
HS	PECAM1	PECAM1	1	4
HS	CD58	CD2	1	4
HS	ICAM3	ITGB2	1	4
HS	ICAM3	ITGAL	1	4
HS	ICAM1	ITGB2	1	4
HS	ICAM1	ITGAL	1	4
HS	ICAM2	ITGB2	1	4
HS	ICAM2	ITGAL	1	4
HS	ICAM2	ITGAM	1	6
HS	JAM2	JAM2	1	6
HS	JAM2	JAM3	1	6
HS	JAM2	ITGB1	1	6
HS	JAM2	ITGA4	1	6
HS	JAM3	JAM2	1	6
HS	JAM3	JAM3	1	6
HS	JAM3	ITGB2	1	6
HS	JAM3	ITGAM	1	6
HS	ITGAM	ICAM1	1	4
HS	F11R	F11R	1	6
HS	F11R	JAM2	1	6
HS	F11R	JAM3	1	6
HS	F11R	ITGB2	1	6
HS	F11R	ITGAL	1	6
HS	CD40LG	CD40	1	4
HS	CDH5	CDH5	1	6
HS	ESAM	ESAM	1	6
HS	PDCD1LG2	PDCD1	1	4
HS	CD274	PDCD1	1	4
HS	CD274	CD80	1	4
HS	LOC100509457	CD4	1	4
HS	LOC101060835	CD4	1	4
HS	HLA-DMA	CD4	1	4
HS	HLA-DMB	CD4	1	4
HS	HLA-DOA	CD4	1	4
HS	HLA-DOB	CD4	1	4
HS	HLA-DPA1	CD4	1	4
HS	HLA-DPB1	CD4	1	4
HS	HLA-DQA1	CD4	1	4
HS	HLA-DQA2	CD4	1	4
HS	HLA-DQB1	CD4	1	4
HS	HLA-DRA	CD4	1	4
HS	HLA-DRB1	CD4	1	4
HS	HLA-DRB3	CD4	1	4
HS	HLA-DRB4	CD4	1	4
HS	HLA-DRB5	CD4	1	4
HS	CD86	CD28	1	4
HS	CD86	CTLA4	1	4
HS	CD80	CD28	1	4
HS	CD80	CTLA4	1	4
HS	CD80	CD274	1	4
HS	CD28	CD80	1	4
HS	HLA-A	CD8A	1	4
HS	HLA-A	CD8B	1	4
HS	HLA-B	CD8A	1	4
HS	HLA-B	CD8B	1	4
HS	HLA-C	CD8A	1	4
HS	HLA-C	CD8B	1	4
HS	HLA-E	CD8A	1	4
HS	HLA-E	CD8B	1	4
HS	HLA-F	CD8A	1	4
HS	HLA-F	CD8B	1	4
HS	HLA-G	CD8A	1	4
HS	HLA-G	CD8B	1	4
HS	OCLN	OCLN	1	6
HS	CLDN24	CLDN24	1	6
HS	CLDN24	CLDN16	1	6
HS	CLDN24	CLDN4	1	6
HS	CLDN24	CLDN3	1	6
HS	CLDN24	CLDN7	1	6
HS	CLDN24	CLDN23	1	6
HS	CLDN24	CLDN19	1	6
HS	CLDN24	CLDN14	1	6
HS	CLDN24	CLDN15	1	6
HS	CLDN24	CLDN17	1	6
HS	CLDN24	CLDN20	1	6
HS	CLDN24	CLDN11	1	6
HS	CLDN24	CLDN18	1	6
HS	CLDN24	CLDN22	1	6
HS	CLDN24	CLDN25	1	6
HS	CLDN24	CLDN5	1	6
HS	CLDN24	CLDN10	1	6
HS	CLDN24	CLDN8	1	6
HS	CLDN24	CLDN6	1	6
HS	CLDN24	CLDN2	1	6
HS	CLDN24	CLDN1	1	6
HS	CLDN24	CLDN9	1	6
HS	CLDN16	CLDN24	1	6
HS	CLDN16	CLDN16	1	6
HS	CLDN16	CLDN4	1	6
HS	CLDN16	CLDN3	1	6
HS	CLDN16	CLDN7	1	6
HS	CLDN16	CLDN23	1	6
HS	CLDN16	CLDN19	1	6
HS	CLDN16	CLDN14	1	6
HS	CLDN16	CLDN15	1	6
HS	CLDN16	CLDN17	1	6
HS	CLDN16	CLDN20	1	6
HS	CLDN16	CLDN11	1	6
HS	CLDN16	CLDN18	1	6
HS	CLDN16	CLDN22	1	6
HS	CLDN16	CLDN25	1	6
HS	CLDN16	CLDN5	1	6
HS	CLDN16	CLDN10	1	6
HS	CLDN16	CLDN8	1	6
HS	CLDN16	CLDN6	1	6
HS	CLDN16	CLDN2	1	6
HS	CLDN16	CLDN1	1	6
HS	CLDN16	CLDN9	1	6
HS	CLDN4	CLDN24	1	6
HS	CLDN4	CLDN16	1	6
HS	CLDN4	CLDN4	1	6
HS	CLDN4	CLDN3	1	6
HS	CLDN4	CLDN7	1	6
HS	CLDN4	CLDN23	1	6
HS	CLDN4	CLDN19	1	6
HS	CLDN4	CLDN14	1	6
HS	CLDN4	CLDN15	1	6
HS	CLDN4	CLDN17	1	6
HS	CLDN4	CLDN20	1	6
HS	CLDN4	CLDN11	1	6
HS	CLDN4	CLDN18	1	6
HS	CLDN4	CLDN22	1	6
HS	CLDN4	CLDN25	1	6
HS	CLDN4	CLDN5	1	6
HS	CLDN4	CLDN10	1	6
HS	CLDN4	CLDN8	1	6
HS	CLDN4	CLDN6	1	6
HS	CLDN4	CLDN2	1	6
HS	CLDN4	CLDN1	1	6
HS	CLDN4	CLDN9	1	6
HS	CLDN3	CLDN24	1	6
HS	CLDN3	CLDN16	1	6
HS	CLDN3	CLDN4	1	6
HS	CLDN3	CLDN3	1	6
HS	CLDN3	CLDN7	1	6
HS	CLDN3	CLDN23	1	6
HS	CLDN3	CLDN19	1	6
HS	CLDN3	CLDN14	1	6
HS	CLDN3	CLDN15	1	6
HS	CLDN3	CLDN17	1	6
HS	CLDN3	CLDN20	1	6
HS	CLDN3	CLDN11	1	6
HS	CLDN3	CLDN18	1	6
HS	CLDN3	CLDN22	1	6
HS	CLDN3	CLDN25	1	6
HS	CLDN3	CLDN5	1	6
HS	CLDN3	CLDN10	1	6
HS	CLDN3	CLDN8	1	6
HS	CLDN3	CLDN6	1	6
HS	CLDN3	CLDN2	1	6
HS	CLDN3	CLDN1	1	6
HS	CLDN3	CLDN9	1	6
HS	CLDN7	CLDN24	1	6
HS	CLDN7	CLDN16	1	6
HS	CLDN7	CLDN4	1	6
HS	CLDN7	CLDN3	1	6
HS	CLDN7	CLDN7	1	6
HS	CLDN7	CLDN23	1	6
HS	CLDN7	CLDN19	1	6
HS	CLDN7	CLDN14	1	6
HS	CLDN7	CLDN15	1	6
HS	CLDN7	CLDN17	1	6
HS	CLDN7	CLDN20	1	6
HS	CLDN7	CLDN11	1	6
HS	CLDN7	CLDN18	1	6
HS	CLDN7	CLDN22	1	6
HS	CLDN7	CLDN25	1	6
HS	CLDN7	CLDN5	1	6
HS	CLDN7	CLDN10	1	6
HS	CLDN7	CLDN8	1	6
HS	CLDN7	CLDN6	1	6
HS	CLDN7	CLDN2	1	6
HS	CLDN7	CLDN1	1	6
HS	CLDN7	CLDN9	1	6
HS	CLDN23	CLDN24	1	6
HS	CLDN23	CLDN16	1	6
HS	CLDN23	CLDN4	1	6
HS	CLDN23	CLDN3	1	6
HS	CLDN23	CLDN7	1	6
HS	CLDN23	CLDN23	1	6
HS	CLDN23	CLDN19	1	6
HS	CLDN23	CLDN14	1	6
HS	CLDN23	CLDN15	1	6
HS	CLDN23	CLDN17	1	6
HS	CLDN23	CLDN20	1	6
HS	CLDN23	CLDN11	1	6
HS	CLDN23	CLDN18	1	6
HS	CLDN23	CLDN22	1	6
HS	CLDN23	CLDN25	1	6
HS	CLDN23	CLDN5	1	6
HS	CLDN23	CLDN10	1	6
HS	CLDN23	CLDN8	1	6
HS	CLDN23	CLDN6	1	6
HS	CLDN23	CLDN2	1	6
HS	CLDN23	CLDN1	1	6
HS	CLDN23	CLDN9	1	6
HS	CLDN19	CLDN24	1	6
HS	CLDN19	CLDN16	1	6
HS	CLDN19	CLDN4	1	6
HS	CLDN19	CLDN3	1	6
HS	CLDN19	CLDN7	1	6
HS	CLDN19	CLDN23	1	6
HS	CLDN19	CLDN19	1	6
HS	CLDN19	CLDN14	1	6
HS	CLDN19	CLDN15	1	6
HS	CLDN19	CLDN17	1	6
HS	CLDN19	CLDN20	1	6
HS	CLDN19	CLDN11	1	6
HS	CLDN19	CLDN18	1	6
HS	CLDN19	CLDN22	1	6
HS	CLDN19	CLDN25	1	6
HS	CLDN19	CLDN5	1	6
HS	CLDN19	CLDN10	1	6
HS	CLDN19	CLDN8	1	6
HS	CLDN19	CLDN6	1	6
HS	CLDN19	CLDN2	1	6
HS	CLDN19	CLDN1	1	6
HS	CLDN19	CLDN9	1	6
HS	CLDN14	CLDN24	1	6
HS	CLDN14	CLDN16	1	6
HS	CLDN14	CLDN4	1	6
HS	CLDN14	CLDN3	1	6
HS	CLDN14	CLDN7	1	6
HS	CLDN14	CLDN23	1	6
HS	CLDN14	CLDN19	1	6
HS	CLDN14	CLDN14	1	6
HS	CLDN14	CLDN15	1	6
HS	CLDN14	CLDN17	1	6
HS	CLDN14	CLDN20	1	6
HS	CLDN14	CLDN11	1	6
HS	CLDN14	CLDN18	1	6
HS	CLDN14	CLDN22	1	6
HS	CLDN14	CLDN25	1	6
HS	CLDN14	CLDN5	1	6
HS	CLDN14	CLDN10	1	6
HS	CLDN14	CLDN8	1	6
HS	CLDN14	CLDN6	1	6
HS	CLDN14	CLDN2	1	6
HS	CLDN14	CLDN1	1	6
HS	CLDN14	CLDN9	1	6
HS	CLDN15	CLDN24	1	6
HS	CLDN15	CLDN16	1	6
HS	CLDN15	CLDN4	1	6
HS	CLDN15	CLDN3	1	6
HS	CLDN15	CLDN7	1	6
HS	CLDN15	CLDN23	1	6
HS	CLDN15	CLDN19	1	6
HS	CLDN15	CLDN14	1	6
HS	CLDN15	CLDN15	1	6
HS	CLDN15	CLDN17	1	6
HS	CLDN15	CLDN20	1	6
HS	CLDN15	CLDN11	1	6
HS	CLDN15	CLDN18	1	6
HS	CLDN15	CLDN22	1	6
HS	CLDN15	CLDN25	1	6
HS	CLDN15	CLDN5	1	6
HS	CLDN15	CLDN10	1	6
HS	CLDN15	CLDN8	1	6
HS	CLDN15	CLDN6	1	6
HS	CLDN15	CLDN2	1	6
HS	CLDN15	CLDN1	1	6
HS	CLDN15	CLDN9	1	6
HS	CLDN17	CLDN24	1	6
HS	CLDN17	CLDN16	1	6
HS	CLDN17	CLDN4	1	6
HS	CLDN17	CLDN3	1	6
HS	CLDN17	CLDN7	1	6
HS	CLDN17	CLDN23	1	6
HS	CLDN17	CLDN19	1	6
HS	CLDN17	CLDN14	1	6
HS	CLDN17	CLDN15	1	6
HS	CLDN17	CLDN17	1	6
HS	CLDN17	CLDN20	1	6
HS	CLDN17	CLDN11	1	6
HS	CLDN17	CLDN18	1	6
HS	CLDN17	CLDN22	1	6
HS	CLDN17	CLDN25	1	6
HS	CLDN17	CLDN5	1	6
HS	CLDN17	CLDN10	1	6
HS	CLDN17	CLDN8	1	6
HS	CLDN17	CLDN6	1	6
HS	CLDN17	CLDN2	1	6
HS	CLDN17	CLDN1	1	6
HS	CLDN17	CLDN9	1	6
HS	CLDN20	CLDN24	1	6
HS	CLDN20	CLDN16	1	6
HS	CLDN20	CLDN4	1	6
HS	CLDN20	CLDN3	1	6
HS	CLDN20	CLDN7	1	6
HS	CLDN20	CLDN23	1	6
HS	CLDN20	CLDN19	1	6
HS	CLDN20	CLDN14	1	6
HS	CLDN20	CLDN15	1	6
HS	CLDN20	CLDN17	1	6
HS	CLDN20	CLDN20	1	6
HS	CLDN20	CLDN11	1	6
HS	CLDN20	CLDN18	1	6
HS	CLDN20	CLDN22	1	6
HS	CLDN20	CLDN25	1	6
HS	CLDN20	CLDN5	1	6
HS	CLDN20	CLDN10	1	6
HS	CLDN20	CLDN8	1	6
HS	CLDN20	CLDN6	1	6
HS	CLDN20	CLDN2	1	6
HS	CLDN20	CLDN1	1	6
HS	CLDN20	CLDN9	1	6
HS	CLDN18	CLDN24	1	6
HS	CLDN18	CLDN16	1	6
HS	CLDN18	CLDN4	1	6
HS	CLDN18	CLDN3	1	6
HS	CLDN18	CLDN7	1	6
HS	CLDN18	CLDN23	1	6
HS	CLDN18	CLDN19	1	6
HS	CLDN18	CLDN14	1	6
HS	CLDN18	CLDN15	1	6
HS	CLDN18	CLDN17	1	6
HS	CLDN18	CLDN20	1	6
HS	CLDN18	CLDN11	1	6
HS	CLDN18	CLDN18	1	6
HS	CLDN18	CLDN22	1	6
HS	CLDN18	CLDN25	1	6
HS	CLDN18	CLDN5	1	6
HS	CLDN18	CLDN10	1	6
HS	CLDN18	CLDN8	1	6
HS	CLDN18	CLDN6	1	6
HS	CLDN18	CLDN2	1	6
HS	CLDN18	CLDN1	1	6
HS	CLDN18	CLDN9	1	6
HS	CLDN22	CLDN24	1	6
HS	CLDN22	CLDN16	1	6
HS	CLDN22	CLDN4	1	6
HS	CLDN22	CLDN3	1	6
HS	CLDN22	CLDN7	1	6
HS	CLDN22	CLDN23	1	6
HS	CLDN22	CLDN19	1	6
HS	CLDN22	CLDN14	1	6
HS	CLDN22	CLDN15	1	6
HS	CLDN22	CLDN17	1	6
HS	CLDN22	CLDN20	1	6
HS	CLDN22	CLDN11	1	6
HS	CLDN22	CLDN18	1	6
HS	CLDN22	CLDN22	1	6
HS	CLDN22	CLDN25	1	6
HS	CLDN22	CLDN5	1	6
HS	CLDN22	CLDN10	1	6
HS	CLDN22	CLDN8	1	6
HS	CLDN22	CLDN6	1	6
HS	CLDN22	CLDN2	1	6
HS	CLDN22	CLDN1	1	6
HS	CLDN22	CLDN9	1	6
HS	CLDN25	CLDN24	1	6
HS	CLDN25	CLDN16	1	6
HS	CLDN25	CLDN4	1	6
HS	CLDN25	CLDN3	1	6
HS	CLDN25	CLDN7	1	6
