Species	geneA	geneB	confidence	geneRegType
HS	TSLP	IL6ST	1	4
HS	TSLP	IL7R	1	4
HS	TSLP	IL9R	1	4
HS	TSLP	IL10RA	1	4
HS	TSLP	IL10RB	1	4
HS	TSLP	IL11RA	1	4
HS	TSLP	IL12RB1	1	4
HS	TSLP	IL12RB2	1	4
HS	TSLP	IL13RA1	1	4
HS	TSLP	IL13RA2	1	4
HS	TSLP	IL15RA	1	4
HS	TSLP	LEPR	1	4
HS	TSLP	LIFR	1	4
HS	TSLP	MPL	1	4
HS	TSLP	IL21R	1	4
HS	TSLP	IL20RA	1	4
HS	TSLP	IL20RB	1	4
HS	TSLP	PRLR	1	4
HS	TSLP	IL22RA1	1	4
HS	TSLP	CRLF2	1	4
HS	TSLP	OSMR	1	4
HS	TSLP	IL27RA	1	4
HS	CNTF	IL22RA2	1	4
HS	CNTF	CNTFR	1	4
HS	CNTF	CSF2RA	1	4
HS	CNTF	CSF2RB	1	4
HS	CNTF	CSF3R	1	4
HS	CNTF	IL23R	1	4
HS	CNTF	IFNLR1	1	4
HS	CNTF	EPOR	1	4
HS	CNTF	GHR	1	4
HS	CNTF	IFNAR1	1	4
HS	CNTF	IFNAR2	1	4
HS	CNTF	IFNGR1	1	4
HS	CNTF	IFNGR2	1	4
HS	CNTF	IL2RA	1	4
HS	CNTF	IL2RB	1	4
HS	CNTF	IL2RG	1	4
HS	CNTF	IL3RA	1	4
HS	CNTF	IL4R	1	4
HS	CNTF	IL5RA	1	4
HS	CNTF	IL6R	1	4
HS	CNTF	IL6ST	1	4
HS	CNTF	IL7R	1	4
HS	CNTF	IL9R	1	4
HS	CNTF	IL10RA	1	4
HS	CNTF	IL10RB	1	4
HS	CNTF	IL11RA	1	4
HS	CNTF	IL12RB1	1	4
HS	CNTF	IL12RB2	1	4
HS	CNTF	IL13RA1	1	4
HS	CNTF	IL13RA2	1	4
HS	CNTF	IL15RA	1	4
HS	CNTF	LEPR	1	4
HS	CNTF	LIFR	1	4
HS	CNTF	MPL	1	4
HS	CNTF	IL21R	1	4
HS	CNTF	IL20RA	1	4
HS	CNTF	IL20RB	1	4
HS	CNTF	PRLR	1	4
HS	CNTF	IL22RA1	1	4
HS	CNTF	CRLF2	1	4
HS	CNTF	OSMR	1	4
HS	CNTF	IL27RA	1	4
HS	CSF3	IL22RA2	1	4
HS	CSF3	CNTFR	1	4
HS	CSF3	CSF2RA	1	4
HS	CSF3	CSF2RB	1	4
HS	CSF3	CSF3R	1	4
HS	CSF3	IL23R	1	4
HS	CSF3	IFNLR1	1	4
HS	CSF3	EPOR	1	4
HS	CSF3	GHR	1	4
HS	CSF3	IFNAR1	1	4
HS	CSF3	IFNAR2	1	4
HS	CSF3	IFNGR1	1	4
HS	CSF3	IFNGR2	1	4
HS	CSF3	IL2RA	1	4
HS	CSF3	IL2RB	1	4
HS	CSF3	IL2RG	1	4
HS	CSF3	IL3RA	1	4
HS	CSF3	IL4R	1	4
HS	CSF3	IL5RA	1	4
HS	CSF3	IL6R	1	4
HS	CSF3	IL6ST	1	4
HS	CSF3	IL7R	1	4
HS	CSF3	IL9R	1	4
HS	CSF3	IL10RA	1	4
HS	CSF3	IL10RB	1	4
HS	CSF3	IL11RA	1	4
HS	CSF3	IL12RB1	1	4
HS	CSF3	IL12RB2	1	4
HS	CSF3	IL13RA1	1	4
HS	CSF3	IL13RA2	1	4
HS	CSF3	IL15RA	1	4
HS	CSF3	LEPR	1	4
HS	CSF3	LIFR	1	4
HS	CSF3	MPL	1	4
HS	CSF3	IL21R	1	4
HS	CSF3	IL20RA	1	4
HS	CSF3	IL20RB	1	4
HS	CSF3	PRLR	1	4
HS	CSF3	IL22RA1	1	4
HS	CSF3	CRLF2	1	4
HS	CSF3	OSMR	1	4
HS	CSF3	IL27RA	1	4
HS	CSH1	IL22RA2	1	4
HS	CSH1	CNTFR	1	4
HS	CSH1	CSF2RA	1	4
HS	CSH1	CSF2RB	1	4
HS	CSH1	CSF3R	1	4
HS	CSH1	IL23R	1	4
HS	CSH1	IFNLR1	1	4
HS	CSH1	EPOR	1	4
HS	CSH1	GHR	1	4
HS	CSH1	IFNAR1	1	4
HS	CSH1	IFNAR2	1	4
HS	CSH1	IFNGR1	1	4
HS	CSH1	IFNGR2	1	4
HS	CSH1	IL2RA	1	4
HS	CSH1	IL2RB	1	4
HS	CSH1	IL2RG	1	4
HS	CSH1	IL3RA	1	4
HS	CSH1	IL4R	1	4
HS	CSH1	IL5RA	1	4
HS	CSH1	IL6R	1	4
HS	CSH1	IL6ST	1	4
HS	CSH1	IL7R	1	4
HS	CSH1	IL9R	1	4
HS	CSH1	IL10RA	1	4
HS	CSH1	IL10RB	1	4
HS	CSH1	IL11RA	1	4
HS	CSH1	IL12RB1	1	4
HS	CSH1	IL12RB2	1	4
HS	CSH1	IL13RA1	1	4
HS	CSH1	IL13RA2	1	4
HS	CSH1	IL15RA	1	4
HS	CSH1	LEPR	1	4
HS	CSH1	LIFR	1	4
HS	CSH1	MPL	1	4
HS	CSH1	IL21R	1	4
HS	CSH1	IL20RA	1	4
HS	CSH1	IL20RB	1	4
HS	CSH1	PRLR	1	4
HS	CSH1	IL22RA1	1	4
HS	CSH1	CRLF2	1	4
HS	CSH1	OSMR	1	4
HS	CSH1	IL27RA	1	4
HS	CSH2	IL22RA2	1	4
HS	CSH2	CNTFR	1	4
HS	CSH2	CSF2RA	1	4
HS	CSH2	CSF2RB	1	4
HS	CSH2	CSF3R	1	4
HS	CSH2	IL23R	1	4
HS	CSH2	IFNLR1	1	4
HS	CSH2	EPOR	1	4
HS	CSH2	GHR	1	4
HS	CSH2	IFNAR1	1	4
HS	CSH2	IFNAR2	1	4
HS	CSH2	IFNGR1	1	4
HS	CSH2	IFNGR2	1	4
HS	CSH2	IL2RA	1	4
HS	CSH2	IL2RB	1	4
HS	CSH2	IL2RG	1	4
HS	CSH2	IL3RA	1	4
HS	CSH2	IL4R	1	4
HS	CSH2	IL5RA	1	4
HS	CSH2	IL6R	1	4
HS	CSH2	IL6ST	1	4
HS	CSH2	IL7R	1	4
HS	CSH2	IL9R	1	4
HS	CSH2	IL10RA	1	4
HS	CSH2	IL10RB	1	4
HS	CSH2	IL11RA	1	4
HS	CSH2	IL12RB1	1	4
HS	CSH2	IL12RB2	1	4
HS	CSH2	IL13RA1	1	4
HS	CSH2	IL13RA2	1	4
HS	CSH2	IL15RA	1	4
HS	CSH2	LEPR	1	4
HS	CSH2	LIFR	1	4
HS	CSH2	MPL	1	4
HS	CSH2	IL21R	1	4
HS	CSH2	IL20RA	1	4
HS	CSH2	IL20RB	1	4
HS	CSH2	PRLR	1	4
HS	CSH2	IL22RA1	1	4
HS	CSH2	CRLF2	1	4
HS	CSH2	OSMR	1	4
HS	CSH2	IL27RA	1	4
HS	EPO	IL22RA2	1	4
HS	EPO	CNTFR	1	4
HS	EPO	CSF2RA	1	4
HS	EPO	CSF2RB	1	4
HS	EPO	CSF3R	1	4
HS	EPO	IL23R	1	4
HS	EPO	IFNLR1	1	4
HS	EPO	EPOR	1	4
HS	EPO	GHR	1	4
HS	EPO	IFNAR1	1	4
HS	EPO	IFNAR2	1	4
HS	EPO	IFNGR1	1	4
HS	EPO	IFNGR2	1	4
HS	EPO	IL2RA	1	4
HS	EPO	IL2RB	1	4
HS	EPO	IL2RG	1	4
HS	EPO	IL3RA	1	4
HS	EPO	IL4R	1	4
HS	EPO	IL5RA	1	4
HS	EPO	IL6R	1	4
HS	EPO	IL6ST	1	4
HS	EPO	IL7R	1	4
HS	EPO	IL9R	1	4
HS	EPO	IL10RA	1	4
HS	EPO	IL10RB	1	4
HS	EPO	IL11RA	1	4
HS	EPO	IL12RB1	1	4
HS	EPO	IL12RB2	1	4
HS	EPO	IL13RA1	1	4
HS	EPO	IL13RA2	1	4
HS	EPO	IL15RA	1	4
HS	EPO	LEPR	1	4
HS	EPO	LIFR	1	4
HS	EPO	MPL	1	4
HS	EPO	IL21R	1	4
HS	EPO	IL20RA	1	4
HS	EPO	IL20RB	1	4
HS	EPO	PRLR	1	4
HS	EPO	IL22RA1	1	4
HS	EPO	CRLF2	1	4
HS	EPO	OSMR	1	4
HS	EPO	IL27RA	1	4
HS	GH1	IL22RA2	1	4
HS	GH1	CNTFR	1	4
HS	GH1	CSF2RA	1	4
HS	GH1	CSF2RB	1	4
HS	GH1	CSF3R	1	4
HS	GH1	IL23R	1	4
HS	GH1	IFNLR1	1	4
HS	GH1	EPOR	1	4
HS	GH1	GHR	1	4
HS	GH1	IFNAR1	1	4
HS	GH1	IFNAR2	1	4
HS	GH1	IFNGR1	1	4
HS	GH1	IFNGR2	1	4
HS	GH1	IL2RA	1	4
HS	GH1	IL2RB	1	4
HS	GH1	IL2RG	1	4
HS	GH1	IL3RA	1	4
HS	GH1	IL4R	1	4
HS	GH1	IL5RA	1	4
HS	GH1	IL6R	1	4
HS	GH1	IL6ST	1	4
HS	GH1	IL7R	1	4
HS	GH1	IL9R	1	4
HS	GH1	IL10RA	1	4
HS	GH1	IL10RB	1	4
HS	GH1	IL11RA	1	4
HS	GH1	IL12RB1	1	4
HS	GH1	IL12RB2	1	4
HS	GH1	IL13RA1	1	4
HS	GH1	IL13RA2	1	4
HS	GH1	IL15RA	1	4
HS	GH1	LEPR	1	4
HS	GH1	LIFR	1	4
HS	GH1	MPL	1	4
HS	GH1	IL21R	1	4
HS	GH1	IL20RA	1	4
HS	GH1	IL20RB	1	4
HS	GH1	PRLR	1	4
HS	GH1	IL22RA1	1	4
HS	GH1	CRLF2	1	4
HS	GH1	OSMR	1	4
HS	GH1	IL27RA	1	4
HS	GH2	IL22RA2	1	4
HS	GH2	CNTFR	1	4
HS	GH2	CSF2RA	1	4
HS	GH2	CSF2RB	1	4
HS	GH2	CSF3R	1	4
HS	GH2	IL23R	1	4
HS	GH2	IFNLR1	1	4
HS	GH2	EPOR	1	4
HS	GH2	GHR	1	4
HS	GH2	IFNAR1	1	4
HS	GH2	IFNAR2	1	4
HS	GH2	IFNGR1	1	4
HS	GH2	IFNGR2	1	4
HS	GH2	IL2RA	1	4
HS	GH2	IL2RB	1	4
HS	GH2	IL2RG	1	4
HS	GH2	IL3RA	1	4
HS	GH2	IL4R	1	4
HS	GH2	IL5RA	1	4
HS	GH2	IL6R	1	4
HS	GH2	IL6ST	1	4
HS	GH2	IL7R	1	4
HS	GH2	IL9R	1	4
HS	GH2	IL10RA	1	4
HS	GH2	IL10RB	1	4
HS	GH2	IL11RA	1	4
HS	GH2	IL12RB1	1	4
HS	GH2	IL12RB2	1	4
HS	GH2	IL13RA1	1	4
HS	GH2	IL13RA2	1	4
HS	GH2	IL15RA	1	4
HS	GH2	LEPR	1	4
HS	GH2	LIFR	1	4
HS	GH2	MPL	1	4
HS	GH2	IL21R	1	4
HS	GH2	IL20RA	1	4
HS	GH2	IL20RB	1	4
HS	GH2	PRLR	1	4
HS	GH2	IL22RA1	1	4
HS	GH2	CRLF2	1	4
HS	GH2	OSMR	1	4
HS	GH2	IL27RA	1	4
HS	LEP	IL22RA2	1	4
HS	LEP	CNTFR	1	4
HS	LEP	CSF2RA	1	4
HS	LEP	CSF2RB	1	4
HS	LEP	CSF3R	1	4
HS	LEP	IL23R	1	4
HS	LEP	IFNLR1	1	4
HS	LEP	EPOR	1	4
HS	LEP	GHR	1	4
HS	LEP	IFNAR1	1	4
HS	LEP	IFNAR2	1	4
HS	LEP	IFNGR1	1	4
HS	LEP	IFNGR2	1	4
HS	LEP	IL2RA	1	4
HS	LEP	IL2RB	1	4
HS	LEP	IL2RG	1	4
HS	LEP	IL3RA	1	4
HS	LEP	IL4R	1	4
HS	LEP	IL5RA	1	4
HS	LEP	IL6R	1	4
HS	LEP	IL6ST	1	4
HS	LEP	IL7R	1	4
HS	LEP	IL9R	1	4
HS	LEP	IL10RA	1	4
HS	LEP	IL10RB	1	4
HS	LEP	IL11RA	1	4
HS	LEP	IL12RB1	1	4
HS	LEP	IL12RB2	1	4
HS	LEP	IL13RA1	1	4
HS	LEP	IL13RA2	1	4
HS	LEP	IL15RA	1	4
HS	LEP	LEPR	1	4
HS	LEP	LIFR	1	4
HS	LEP	MPL	1	4
HS	LEP	IL21R	1	4
HS	LEP	IL20RA	1	4
HS	LEP	IL20RB	1	4
HS	LEP	PRLR	1	4
HS	LEP	IL22RA1	1	4
HS	LEP	CRLF2	1	4
HS	LEP	OSMR	1	4
HS	LEP	IL27RA	1	4
HS	PRL	IL22RA2	1	4
HS	PRL	CNTFR	1	4
HS	PRL	CSF2RA	1	4
HS	PRL	CSF2RB	1	4
HS	PRL	CSF3R	1	4
HS	PRL	IL23R	1	4
HS	PRL	IFNLR1	1	4
HS	PRL	EPOR	1	4
HS	PRL	GHR	1	4
HS	PRL	IFNAR1	1	4
HS	PRL	IFNAR2	1	4
HS	PRL	IFNGR1	1	4
HS	PRL	IFNGR2	1	4
HS	PRL	IL2RA	1	4
HS	PRL	IL2RB	1	4
HS	PRL	IL2RG	1	4
HS	PRL	IL3RA	1	4
HS	PRL	IL4R	1	4
HS	PRL	IL5RA	1	4
HS	PRL	IL6R	1	4
HS	PRL	IL6ST	1	4
HS	PRL	IL7R	1	4
HS	PRL	IL9R	1	4
HS	PRL	IL10RA	1	4
HS	PRL	IL10RB	1	4
HS	PRL	IL11RA	1	4
HS	PRL	IL12RB1	1	4
HS	PRL	IL12RB2	1	4
HS	PRL	IL13RA1	1	4
HS	PRL	IL13RA2	1	4
HS	PRL	IL15RA	1	4
HS	PRL	LEPR	1	4
HS	PRL	LIFR	1	4
HS	PRL	MPL	1	4
HS	PRL	IL21R	1	4
HS	PRL	IL20RA	1	4
HS	PRL	IL20RB	1	4
HS	PRL	PRLR	1	4
HS	PRL	IL22RA1	1	4
HS	PRL	CRLF2	1	4
HS	PRL	OSMR	1	4
HS	PRL	IL27RA	1	4
HS	THPO	IL22RA2	1	4
HS	THPO	CNTFR	1	4
HS	THPO	CSF2RA	1	4
HS	THPO	CSF2RB	1	4
HS	THPO	CSF3R	1	4
HS	THPO	IL23R	1	4
HS	THPO	IFNLR1	1	4
HS	THPO	EPOR	1	4
HS	THPO	GHR	1	4
HS	THPO	IFNAR1	1	4
HS	THPO	IFNAR2	1	4
HS	THPO	IFNGR1	1	4
HS	THPO	IFNGR2	1	4
HS	THPO	IL2RA	1	4
HS	THPO	IL2RB	1	4
HS	THPO	IL2RG	1	4
HS	THPO	IL3RA	1	4
HS	THPO	IL4R	1	4
HS	THPO	IL5RA	1	4
HS	THPO	IL6R	1	4
HS	THPO	IL6ST	1	4
HS	THPO	IL7R	1	4
HS	THPO	IL9R	1	4
HS	THPO	IL10RA	1	4
HS	THPO	IL10RB	1	4
HS	THPO	IL11RA	1	4
HS	THPO	IL12RB1	1	4
HS	THPO	IL12RB2	1	4
HS	THPO	IL13RA1	1	4
HS	THPO	IL13RA2	1	4
HS	THPO	IL15RA	1	4
HS	THPO	LEPR	1	4
HS	THPO	LIFR	1	4
HS	THPO	MPL	1	4
HS	THPO	IL21R	1	4
HS	THPO	IL20RA	1	4
HS	THPO	IL20RB	1	4
HS	THPO	PRLR	1	4
HS	THPO	IL22RA1	1	4
HS	THPO	CRLF2	1	4
HS	THPO	OSMR	1	4
HS	THPO	IL27RA	1	4
HS	NCSTN	NOTCH1	1	4
HS	NCSTN	NOTCH2	1	4
HS	NCSTN	NOTCH3	1	4
HS	NCSTN	NOTCH4	1	4
HS	APH1A	NOTCH1	1	4
HS	APH1A	NOTCH2	1	4
HS	APH1A	NOTCH3	1	4
HS	APH1A	NOTCH4	1	4
HS	APH1B	NOTCH1	1	4
HS	APH1B	NOTCH2	1	4
HS	APH1B	NOTCH3	1	4
HS	APH1B	NOTCH4	1	4
HS	PSEN1	NOTCH1	1	4
HS	PSEN1	NOTCH2	1	4
HS	PSEN1	NOTCH3	1	4
HS	PSEN1	NOTCH4	1	4
HS	PSEN2	NOTCH1	1	4
HS	PSEN2	NOTCH2	1	4
HS	PSEN2	NOTCH3	1	4
HS	PSEN2	NOTCH4	1	4
HS	HDAC1	RBPJL	1	7
HS	HDAC1	RBPJ	1	7
HS	HDAC2	RBPJL	1	7
HS	HDAC2	RBPJ	1	7
HS	CIR1	RBPJL	1	7
HS	CIR1	RBPJ	1	7
HS	CTBP1	RBPJL	1	7
HS	CTBP1	RBPJ	1	7
HS	CTBP2	RBPJL	1	7
HS	CTBP2	RBPJ	1	7
HS	NCOR2	RBPJL	1	7
HS	NCOR2	RBPJ	1	7
HS	RBPJL	HES1	1	8
HS	RBPJL	HES5	1	8
HS	RBPJL	PTCRA	1	8
HS	RBPJL	SNW1	1	6
HS	RBPJ	HES1	1	8
HS	RBPJ	HES5	1	8
HS	RBPJ	PTCRA	1	8
HS	RBPJ	SNW1	1	6
HS	CREBBP	RBPJL	1	4
HS	CREBBP	RBPJ	1	4
HS	EP300	RBPJL	1	4
HS	EP300	RBPJ	1	4
HS	KAT2A	RBPJL	1	4
HS	KAT2A	RBPJ	1	4
HS	KAT2B	RBPJL	1	4
HS	KAT2B	RBPJ	1	4
HS	MAML3	RBPJL	1	4
HS	MAML3	RBPJ	1	4
HS	MAML2	RBPJL	1	4
HS	MAML2	RBPJ	1	4
HS	MAML1	RBPJL	1	4
HS	MAML1	RBPJ	1	4
HS	ADAM17	NOTCH1	1	4
HS	ADAM17	NOTCH2	1	4
HS	ADAM17	NOTCH3	1	4
HS	ADAM17	NOTCH4	1	4
HS	PSENEN	NOTCH1	1	4
HS	PSENEN	NOTCH2	1	4
HS	PSENEN	NOTCH3	1	4
HS	PSENEN	NOTCH4	1	4
HS	NUMB	NOTCH1	1	7
HS	NUMB	NOTCH2	1	7
HS	NUMB	NOTCH3	1	7
HS	NUMB	NOTCH4	1	7
HS	NUMBL	NOTCH1	1	7
HS	NUMBL	NOTCH2	1	7
HS	NUMBL	NOTCH3	1	7
HS	NUMBL	NOTCH4	1	7
HS	JAG1	NOTCH1	1	7
HS	JAG1	NOTCH2	1	7
HS	JAG1	NOTCH3	1	7
HS	JAG1	NOTCH4	1	7
HS	JAG2	NOTCH1	1	7
HS	JAG2	NOTCH2	1	7
HS	JAG2	NOTCH3	1	7
HS	JAG2	NOTCH4	1	7
HS	NOTCH1	DTX2	1	4
HS	NOTCH1	DTX3L	1	4
HS	NOTCH1	DTX1	1	4
HS	NOTCH1	DTX3	1	4
HS	NOTCH1	DTX4	1	4
HS	NOTCH1	RBPJL	1	4
HS	NOTCH1	RBPJ	1	4
HS	NOTCH2	DTX2	1	4
HS	NOTCH2	DTX3L	1	4
HS	NOTCH2	DTX1	1	4
HS	NOTCH2	DTX3	1	4
HS	NOTCH2	DTX4	1	4
HS	NOTCH2	RBPJL	1	4
HS	NOTCH2	RBPJ	1	4
HS	NOTCH3	DTX2	1	4
HS	NOTCH3	DTX3L	1	4
HS	NOTCH3	DTX1	1	4
HS	NOTCH3	DTX3	1	4
HS	NOTCH3	DTX4	1	4
HS	NOTCH3	RBPJL	1	4
HS	NOTCH3	RBPJ	1	4
HS	NOTCH4	DTX2	1	4
HS	NOTCH4	DTX3L	1	4
HS	NOTCH4	DTX1	1	4
HS	NOTCH4	DTX3	1	4
HS	NOTCH4	DTX4	1	4
HS	NOTCH4	RBPJL	1	4
HS	NOTCH4	RBPJ	1	4
HS	DVL1	NOTCH1	1	7
HS	DVL1	NOTCH2	1	7
HS	DVL1	NOTCH3	1	7
HS	DVL1	NOTCH4	1	7
HS	DVL2	NOTCH1	1	7
HS	DVL2	NOTCH2	1	7
HS	DVL2	NOTCH3	1	7
HS	DVL2	NOTCH4	1	7
HS	DVL3	NOTCH1	1	7
HS	DVL3	NOTCH2	1	7
HS	DVL3	NOTCH3	1	7
HS	DVL3	NOTCH4	1	7
HS	LFNG	NOTCH1	1	4
HS	LFNG	NOTCH2	1	4
HS	LFNG	NOTCH3	1	4
HS	LFNG	NOTCH4	1	4
HS	MFNG	NOTCH1	1	4
HS	MFNG	NOTCH2	1	4
HS	MFNG	NOTCH3	1	4
HS	MFNG	NOTCH4	1	4
HS	RFNG	NOTCH1	1	4
HS	RFNG	NOTCH2	1	4
HS	RFNG	NOTCH3	1	4
HS	RFNG	NOTCH4	1	4
HS	DLL3	NOTCH1	1	4
HS	DLL3	NOTCH2	1	4
HS	DLL3	NOTCH3	1	4
HS	DLL3	NOTCH4	1	4
HS	DLL1	NOTCH1	1	4
HS	DLL1	NOTCH2	1	4
HS	DLL1	NOTCH3	1	4
HS	DLL1	NOTCH4	1	4
HS	DLL4	NOTCH1	1	4
HS	DLL4	NOTCH2	1	4
HS	DLL4	NOTCH3	1	4
HS	DLL4	NOTCH4	1	4
HS	PPP3CA	BAD	1	4
HS	PPP3CA	BAD	1	1
HS	PPP3CB	BAD	1	4
HS	PPP3CB	BAD	1	1
HS	PPP3CC	BAD	1	4
HS	PPP3CC	BAD	1	1
HS	PPP3R1	BAD	1	4
HS	PPP3R1	BAD	1	1
HS	PPP3R2	BAD	1	4
HS	PPP3R2	BAD	1	1
HS	DFFA	DFFB	1	5
HS	BCL2	TP53	1	7
HS	ATM	TP53	1	4
HS	ATM	TP53	1	9
HS	CASP3	CASP6	1	4
HS	CASP3	DFFA	1	4
HS	BIRC8	CASP6	1	7
HS	BIRC8	CASP3	1	7
HS	BIRC8	CASP7	1	7
HS	BIRC8	CASP9	1	7
HS	BIRC2	CASP6	1	7
HS	BIRC2	CASP3	1	7
HS	BIRC2	CASP7	1	7
HS	BIRC2	CASP9	1	7
HS	BIRC3	CASP6	1	7
HS	BIRC3	CASP3	1	7
HS	BIRC3	CASP7	1	7
HS	BIRC3	CASP9	1	7
HS	XIAP	CASP6	1	7
HS	XIAP	CASP3	1	7
HS	XIAP	CASP7	1	7
HS	XIAP	CASP9	1	7
HS	BIRC7	CASP6	1	7
HS	BIRC7	CASP3	1	7
HS	BIRC7	CASP7	1	7
HS	BIRC7	CASP9	1	7
HS	CASP12	CASP3	1	4
HS	CASP9	CASP7	1	4
HS	CASP9	CASP3	1	4
HS	CASP7	DFFA	1	4
HS	NFKB1	BIRC8	1	8
HS	NFKB1	BIRC2	1	8
HS	NFKB1	BIRC3	1	8
HS	NFKB1	XIAP	1	8
HS	NFKB1	BIRC7	1	8
HS	NFKB1	BCL2L1	1	8
HS	NFKB1	BCL2	1	8
HS	NFKB1	NFKBIA	1	5
HS	RELA	BIRC8	1	8
HS	RELA	BIRC2	1	8
HS	RELA	BIRC3	1	8
HS	RELA	XIAP	1	8
HS	RELA	BIRC7	1	8
HS	RELA	BCL2L1	1	8
HS	RELA	BCL2	1	8
HS	RELA	NFKBIA	1	5
HS	PRKACA	BAD	1	7
HS	PRKACA	BAD	1	9
HS	PRKACB	BAD	1	7
HS	PRKACB	BAD	1	9
HS	PRKACG	BAD	1	7
HS	PRKACG	BAD	1	9
HS	PRKAR1A	BAD	1	7
HS	PRKAR1A	BAD	1	9
HS	PRKAR1B	BAD	1	7
HS	PRKAR1B	BAD	1	9
HS	PRKAR2A	BAD	1	7
HS	PRKAR2A	BAD	1	9
HS	PRKAR2B	BAD	1	7
HS	PRKAR2B	BAD	1	9
HS	APAF1	CASP9	1	4
HS	CYCS	CASP9	1	4
HS	BID	CYCS	1	3
HS	CASP8	CASP3	1	4
HS	CASP8	CASP7	1	4
HS	CASP8	BID	1	4
HS	CASP10	CASP3	1	4
HS	CAPN1	CASP12	1	3
HS	CAPN2	CASP12	1	3
HS	AKT3	CHUK	1	4
HS	AKT3	CHUK	1	9
HS	AKT3	IKBKB	1	4
HS	AKT3	IKBKB	1	9
HS	AKT3	IKBKG	1	4
HS	AKT3	IKBKG	1	9
HS	AKT3	BAD	1	7
HS	AKT3	BAD	1	9
HS	AKT1	CHUK	1	4
HS	AKT1	CHUK	1	9
HS	AKT1	IKBKB	1	4
HS	AKT1	IKBKB	1	9
HS	AKT1	IKBKG	1	4
HS	AKT1	IKBKG	1	9
HS	AKT1	BAD	1	7
HS	AKT1	BAD	1	9
HS	AKT2	CHUK	1	4
HS	AKT2	CHUK	1	9
HS	AKT2	IKBKB	1	4
HS	AKT2	IKBKB	1	9
HS	AKT2	IKBKG	1	4
HS	AKT2	IKBKG	1	9
HS	AKT2	BAD	1	7
HS	AKT2	BAD	1	9
HS	MAP3K14	CHUK	1	4
HS	MAP3K14	CHUK	1	9
HS	MAP3K14	IKBKB	1	4
HS	MAP3K14	IKBKB	1	9
HS	MAP3K14	IKBKG	1	4
HS	MAP3K14	IKBKG	1	9
HS	CHUK	NFKBIA	1	4
HS	CHUK	NFKBIA	1	9
HS	IKBKB	NFKBIA	1	4
HS	IKBKB	NFKBIA	1	9
HS	IKBKG	NFKBIA	1	4
HS	IKBKG	NFKBIA	1	9
HS	CFLAR	FADD	1	7
HS	CFLAR	TRADD	1	7
HS	IRAK3	MAP3K14	1	3
HS	IRAK1	MAP3K14	1	3
HS	IRAK2	MAP3K14	1	3
HS	IRAK4	MAP3K14	1	3
HS	FADD	CASP10	1	4
HS	FADD	CASP8	1	4
HS	TRAF2	MAP3K14	1	4
HS	RIPK1	MAP3K14	1	4
HS	CSF2RB	PIK3R5	1	3
HS	CSF2RB	PIK3CA	1	3
HS	CSF2RB	PIK3CB	1	3
HS	CSF2RB	PIK3CD	1	3
HS	CSF2RB	PIK3CG	1	3
HS	CSF2RB	PIK3R1	1	3
HS	CSF2RB	PIK3R2	1	3
HS	CSF2RB	PIK3R3	1	3
HS	CSF2RB	BAX	1	3
HS	IL3RA	PIK3R5	1	3
HS	IL3RA	PIK3CA	1	3
HS	IL3RA	PIK3CB	1	3
HS	IL3RA	PIK3CD	1	3
HS	IL3RA	PIK3CG	1	3
HS	IL3RA	PIK3R1	1	3
HS	IL3RA	PIK3R2	1	3
HS	IL3RA	PIK3R3	1	3
HS	IL3RA	BAX	1	3
HS	NTRK1	PIK3R5	1	3
HS	NTRK1	PIK3CA	1	3
HS	NTRK1	PIK3CB	1	3
HS	NTRK1	PIK3CD	1	3
HS	NTRK1	PIK3CG	1	3
HS	NTRK1	PIK3R1	1	3
HS	NTRK1	PIK3R2	1	3
HS	NTRK1	PIK3R3	1	3
HS	IL1R1	FADD	1	4
HS	IL1R1	TRADD	1	4
HS	IL1R1	IRAK3	1	4
HS	IL1R1	IRAK1	1	4
HS	IL1R1	IRAK2	1	4
HS	IL1R1	IRAK4	1	4
HS	IL1R1	MYD88	1	4
HS	IL1RAP	FADD	1	4
HS	IL1RAP	TRADD	1	4
HS	IL1RAP	IRAK3	1	4
HS	IL1RAP	IRAK1	1	4
HS	IL1RAP	IRAK2	1	4
HS	IL1RAP	IRAK4	1	4
HS	IL1RAP	MYD88	1	4
HS	TNFRSF1A	FADD	1	4
HS	TNFRSF1A	TRADD	1	4
HS	TNFRSF1A	TRAF2	1	4
HS	TNFRSF1A	RIPK1	1	4
HS	TNFRSF10D	FADD	1	4
HS	TNFRSF10C	FADD	1	4
HS	TNFRSF10B	FADD	1	4
HS	TNFRSF10A	FADD	1	4
HS	FAS	FADD	1	4
HS	NGF	NTRK1	1	4
HS	IL1A	IL1R1	1	4
HS	IL1A	IL1RAP	1	4
HS	IL1B	IL1R1	1	4
HS	IL1B	IL1RAP	1	4
HS	TNF	TNFRSF1A	1	4
HS	TNFSF10	TNFRSF10D	1	4
HS	TNFSF10	TNFRSF10C	1	4
HS	TNFSF10	TNFRSF10B	1	4
HS	TNFSF10	TNFRSF10A	1	4
HS	FASLG	FAS	1	4
HS	MAPK1	PLA2G4B	1	4
HS	MAPK1	PLA2G16	1	4
HS	MAPK1	PLA2G4E	1	4
HS	MAPK1	PLA2G4F	1	4
HS	MAPK1	PLA2G2D	1	4
HS	MAPK1	PLA2G4D	1	4
HS	MAPK1	PLA2G2E	1	4
HS	MAPK1	PLA2G2C	1	4
